Name,Year,Population total,Median Age,Total Housing Units,Vacant Housing Units,Occupied Housing Units,Real Median Income,Household size,Vacant units per person
"Arthur County, Nebraska",2009,364,33.4,200,61,139,44750,2.61870503597,0.167582417582
"Arthur County, Nebraska",2012,490,37.4,236,56,180,45769,2.72222222222,0.114285714286
"Arthur County, Nebraska",2015,448,39.9,253,73,180,39375,2.48888888889,0.162946428571
"Ascension Parish, Louisiana",2009,98471,33.7,38101,3269,34832,60874,2.82702687184,0.033197591169
"Ascension Parish, Louisiana",2012,107647,34.4,40979,3648,37331,67688,2.88358200959,0.0338885431085
"Ascension Parish, Louisiana",2015,114738,34.8,43255,3145,40110,70551,2.86058339566,0.0274102738413
"Ashe County, North Carolina",2009,25467,44.6,15302,3963,11339,35312,2.24596525267,0.155613146425
"Ashe County, North Carolina",2012,27099,45.4,17243,5306,11937,35670,2.27016838402,0.195800583047
"Ashe County, North Carolina",2015,27114,46.6,17441,5655,11786,36267,2.30052604785,0.208563841558
"Ashland County, Ohio",2009,54622,38.1,21974,2003,19971,45556,2.73506584548,0.036670206144
"Ashland County, Ohio",2012,53203,39.5,22128,1862,20266,44996,2.62523438271,0.0349980264271
"Ashland County, Ohio",2015,53189,39.9,22104,1677,20427,48003,2.6038576394,0.0315290755607
"Ashland County, Wisconsin",2009,16307,39.2,9395,2513,6882,37245,2.36951467597,0.154105598823
"Ashland County, Wisconsin",2012,16113,41,9624,2820,6804,39157,2.36816578483,0.17501396388
"Ashland County, Wisconsin",2015,15993,42.2,9625,2907,6718,39381,2.38061923191,0.181767023073
"Ashley County, Arkansas",2009,22337,38.7,11076,1632,9444,33007,2.36520542143,0.0730626315083
"Ashley County, Arkansas",2012,21811,39.5,10181,1407,8774,38069,2.48586733531,0.064508734125
"Ashley County, Arkansas",2015,21229,41.4,10104,1777,8327,34263,2.54941755734,0.0837062508832
"Ashtabula County, Ohio",2009,101375,40.3,45727,6688,39039,41498,2.59676221215,0.0659728729963
"Ashtabula County, Ohio",2012,101262,41.1,46055,7166,38889,41075,2.60387256036,0.0707669214513
"Ashtabula County, Ohio",2015,99777,41.8,45907,7017,38890,40544,2.56562098226,0.0703268288283
"Asotin County, Washington",2009,21198,42.3,9520,859,8661,40643,2.44752338067,0.0405226908199
"Asotin County, Washington",2012,21658,43.3,9825,779,9046,42305,2.39420738448,0.0359682334472
"Asotin County, Washington",2015,22040,44.2,9855,514,9341,44394,2.35949041858,0.0233212341198
"Assumption Parish, Louisiana",2009,22986,38.3,10512,1919,8593,43003,2.67496799721,0.0834855999304
"Assumption Parish, Louisiana",2012,23321,38.8,10362,1708,8654,46410,2.69482320314,0.0732387118906
"Assumption Parish, Louisiana",2015,23057,39.3,10470,1810,8660,49167,2.66247113164,0.0785011059548
"Atascosa County, Texas",2009,43524,35.4,15909,2275,13634,41178,3.19231333431,0.0522700119474
"Atascosa County, Texas",2012,45091,35.8,17549,2554,14995,45702,3.00706902301,0.0566410148367
"Atascosa County, Texas",2015,47050,35.5,17788,2425,15363,52192,3.06255288681,0.0515409139214
"Atchison County, Kansas",2009,16469,36,6991,854,6137,45146,2.68355874206,0.0518550003036
"Atchison County, Kansas",2012,16854,35.8,6978,915,6063,45666,2.77981197427,0.0542897828409
"Atchison County, Kansas",2015,16633,35.9,6958,925,6033,43581,2.75700314935,0.0556123369206
"Atchison County, Missouri",2009,6078,45.1,3128,479,2649,39328,2.29445073613,0.0788088186904
"Atchison County, Missouri",2012,5664,46.1,2982,535,2447,46059,2.31467102575,0.0944562146893
"Atchison County, Missouri",2015,5440,47.1,2969,468,2501,43933,2.17512994802,0.0860294117647
"Athens County, Ohio",2009,63073,24.4,25399,3501,21898,30190,2.88030870399,0.0555071108081
"Athens County, Ohio",2012,64592,26.4,26299,4078,22221,33836,2.90679987399,0.0631347535298
"Athens County, Ohio",2015,64974,28,26260,3774,22486,33872,2.8895312639,0.0580847723705
"Atkinson County, Georgia",2009,8124,31,3262,634,2628,33548,3.09132420091,0.0780403741999
"Atkinson County, Georgia",2012,8355,34.2,3512,793,2719,28682,3.07282089003,0.0949132256134
"Atkinson County, Georgia",2015,8294,34.9,3476,704,2772,30933,2.99206349206,0.0848806366048
"Atlantic County, New Jersey",2009,270016,39.2,125866,23229,102637,54934,2.63078616873,0.0860282353638
"Atlantic County, New Jersey",2012,274402,40.1,126824,25806,101018,54559,2.71636738007,0.0940445040488
"Atlantic County, New Jersey",2015,275376,40.6,127435,25617,101818,54461,2.70459054391,0.0930255359944
"Atoka County, Oklahoma",2009,14424,38.5,5906,917,4989,30990,2.89116055322,0.0635745978924
"Atoka County, Oklahoma",2012,14133,39.3,6294,964,5330,36755,2.65159474672,0.0682091558763
"Atoka County, Oklahoma",2015,13906,40.7,6353,1095,5258,36661,2.6447318372,0.078742988638
"Attala County, Mississippi",2009,19558,38.7,9147,1621,7526,30096,2.598724422,0.0828816852439
"Attala County, Mississippi",2012,19454,39.9,9122,1873,7249,31102,2.68368050766,0.096278400329
"Attala County, Mississippi",2015,19175,40.8,9130,1679,7451,32886,2.57348006979,0.0875619295958
"Audrain County, Missouri",2009,25754,39,11127,1381,9746,39028,2.64252000821,0.0536227382154
"Audrain County, Missouri",2012,25617,38.6,10846,1571,9275,41387,2.76194070081,0.0613264628957
"Audrain County, Missouri",2015,25783,39.2,10813,1540,9273,41310,2.78043783026,0.0597292789823
"Audubon County, Iowa",2009,6140,45.8,3002,271,2731,42072,2.24826071036,0.0441368078176
"Audubon County, Iowa",2012,6077,46.7,2970,274,2696,47630,2.25408011869,0.0450880368603
"Audubon County, Iowa",2015,5869,47.8,3005,346,2659,46979,2.20722075968,0.0589538251832
"Auglaize County, Ohio",2009,46620,39.4,19501,1226,18275,52185,2.55102599179,0.0262977262977
"Auglaize County, Ohio",2012,45934,40.2,19565,1223,18342,52267,2.50430705485,0.0266251578352
"Auglaize County, Ohio",2015,45873,41,19641,1448,18193,54274,2.52146429946,0.0315654088462
"Augusta County, Virginia",2009,70991,41.3,30274,2745,27529,49364,2.57877147735,0.0386668732656
"Augusta County, Virginia",2012,73662,43.3,31249,2952,28297,50971,2.60317348129,0.0400749368738
"Augusta County, Virginia",2015,74053,44.2,31724,3574,28150,54558,2.63065719361,0.0482627307469
"Aurora County, South Dakota",2009,2878,44.1,1350,178,1172,43209,2.45563139932,0.0618485059069
"Aurora County, South Dakota",2012,2726,41.7,1248,190,1058,46071,2.57655954631,0.0696991929567
"Aurora County, South Dakota",2015,2729,41.8,1361,204,1157,48750,2.35868625756,0.0747526566508
"Austin County, Texas",2009,26567,39.9,10866,1838,9028,51086,2.94273371732,0.0691835736064
"Austin County, Texas",2012,28372,40.4,12826,2226,10600,51340,2.67660377358,0.0784576342873
"Austin County, Texas",2015,28886,40.6,12978,1940,11038,53687,2.61695959413,0.0671605622101
"Autauga County, Alabama",2009,49584,36,19882,1594,18288,51463,2.71128608924,0.0321474669248
"Autauga County, Alabama",2012,54590,37,22077,2143,19934,53773,2.73853717267,0.0392562740429
"Autauga County, Alabama",2015,55221,37.7,22582,2186,20396,51281,2.70744263581,0.039586389236
"Avery County, North Carolina",2009,17903,39.9,13471,6404,7067,34676,2.53332389982,0.357705412501
"Avery County, North Carolina",2012,17815,42.2,13860,6659,7201,38051,2.47396194973,0.373786135279
"Avery County, North Carolina",2015,17695,43.7,13988,7187,6801,37777,2.60182326129,0.406159932184
"Avoyelles Parish, Louisiana",2009,42184,36.6,17785,1922,15863,31123,2.65926999937,0.0455622985018
"Avoyelles Parish, Louisiana",2012,41925,38.5,18034,2451,15583,34512,2.6904318809,0.0584615384615
"Avoyelles Parish, Louisiana",2015,41389,38.2,18157,3214,14943,33739,2.76979187579,0.0776534828094
"Añasco Municipio, Puerto Rico",2009,30098,36.7,10615,1787,8828,14435,3.40937924785,0.0593727157951
"Añasco Municipio, Puerto Rico",2012,29236,38.6,11457,2195,9262,16771,3.15655366012,0.0750786701327
"Añasco Municipio, Puerto Rico",2015,28579,40.4,12368,2796,9572,17386,2.98568742165,0.0978340739704
"Baca County, Colorado",2009,3847,47,2441,662,1779,33504,2.16245081506,0.172082141929
"Baca County, Colorado",2012,3783,47.8,2253,578,1675,39497,2.25850746269,0.152788791964
"Baca County, Colorado",2015,3701,47.6,2234,666,1568,38000,2.36033163265,0.179951364496
"Bacon County, Georgia",2009,10464,35.8,4562,984,3578,31661,2.92453884852,0.0940366972477
"Bacon County, Georgia",2012,11124,35.7,4789,788,4001,33557,2.78030492377,0.0708378281194
"Bacon County, Georgia",2015,11222,37.1,4758,807,3951,37162,2.84029359656,0.0719123150953
"Bailey County, Texas",2009,6360,32.8,2948,635,2313,35585,2.74967574578,0.0998427672956
"Bailey County, Texas",2012,7096,33.9,2870,513,2357,41075,3.01060670344,0.0722942502818
"Bailey County, Texas",2015,7126,34.9,2787,395,2392,37397,2.97909698997,0.0554308167275
"Baker County, Florida",2009,25478,34.6,8762,1082,7680,46315,3.31744791667,0.0424680116179
"Baker County, Florida",2012,27010,35.9,9633,1209,8424,47149,3.20631528965,0.0447611995557
"Baker County, Florida",2015,27135,36.6,9634,1429,8205,47121,3.3071297989,0.0526626128616
"Baker County, Georgia",2009,3810,29.6,1636,372,1264,30403,3.01424050633,0.0976377952756
"Baker County, Georgia",2012,3483,41.9,1752,288,1464,24219,2.37909836066,0.0826873385013
"Baker County, Georgia",2015,3292,42.6,1660,369,1291,44297,2.54996127033,0.112089914945
"Baker County, Oregon",2009,16027,47.3,8785,1739,7046,38401,2.27462390009,0.108504398827
"Baker County, Oregon",2012,16092,48.1,8826,1752,7074,40348,2.27480916031,0.108873974646
"Baker County, Oregon",2015,16052,48.2,8822,1662,7160,41098,2.24189944134,0.103538499875
"Baldwin County, Alabama",2009,171997,41,99645,31148,68497,48918,2.51101508095,0.18109618191
"Baldwin County, Alabama",2012,183226,41.2,103984,31233,72751,50706,2.51853582769,0.17046161571
"Baldwin County, Alabama",2015,195121,42.2,106422,32318,74104,50254,2.63306973983,0.165630557449
"Baldwin County, Georgia",2009,46252,34.8,19180,3860,15320,38273,3.01906005222,0.0834558505578
"Baldwin County, Georgia",2012,46378,34.2,20099,3666,16433,35278,2.82224791578,0.0790460994437
"Baldwin County, Georgia",2015,45795,34.1,20205,4227,15978,32460,2.86612842659,0.0923026531281
"Ballard County, Kentucky",2009,8181,42,4019,517,3502,41276,2.33609366077,0.0631952084097
"Ballard County, Kentucky",2012,8268,41.6,3896,517,3379,41989,2.44687777449,0.0625302370585
"Ballard County, Kentucky",2015,8256,42.8,3889,601,3288,42244,2.51094890511,0.0727955426357
"Baltimore County, Maryland",2009,786697,38.4,327067,16608,310459,63348,2.53398033235,0.021111050379
"Baltimore County, Maryland",2012,807318,39,335288,20465,314823,66068,2.56435520912,0.0253493666684
"Baltimore County, Maryland",2015,822959,39.1,336682,23782,312900,67095,2.6301022691,0.0288981589605
"Baltimore city, Maryland",2009,639337,34.3,294617,56798,237819,38738,2.68833440558,0.0888389065548
"Baltimore city, Maryland",2012,620644,34.4,296437,55807,240630,40803,2.57924614553,0.0899178917383
"Baltimore city, Maryland",2015,622454,34.6,296727,54459,242268,42241,2.56927865009,0.0874908025332
"Bamberg County, South Carolina",2009,15384,38.4,7259,1884,5375,30889,2.86213953488,0.122464898596
"Bamberg County, South Carolina",2012,15941,38.9,7678,1918,5760,31015,2.76753472222,0.120318675114
"Bamberg County, South Carolina",2015,15432,40.3,7646,1725,5921,31314,2.60631650059,0.111780715397
"Bandera County, Texas",2009,20137,46.2,10088,2768,7320,44244,2.75095628415,0.137458409892
"Bandera County, Texas",2012,20477,48.5,11490,2995,8495,47927,2.41047675103,0.146261659423
"Bandera County, Texas",2015,20796,51.5,11592,3300,8292,49863,2.50795947902,0.158684362377
"Banks County, Georgia",2009,16388,36.8,6801,988,5813,41039,2.81919834853,0.0602880156212
"Banks County, Georgia",2012,18250,38.2,7552,769,6783,40162,2.69054990417,0.0421369863014
"Banks County, Georgia",2015,18336,40.4,7565,1012,6553,41472,2.79810773691,0.0551919720768
"Banner County, Nebraska",2009,824,45.5,408,42,366,32833,2.25136612022,0.0509708737864
"Banner County, Nebraska",2012,778,45.2,379,70,309,32292,2.51779935275,0.0899742930591
"Banner County, Nebraska",2015,820,50.4,406,67,339,48897,2.41887905605,0.0817073170732
"Bannock County, Idaho",2009,80428,29.6,31667,2365,29302,44162,2.74479557709,0.0294051822748
"Bannock County, Idaho",2012,82584,31.5,33125,2919,30206,45860,2.73402635238,0.0353458297007
"Bannock County, Idaho",2015,83604,32.7,33337,2943,30394,43779,2.75067447523,0.0352016649921
"Baraga County, Michigan",2009,8650,41.7,4952,1871,3081,40849,2.80753002272,0.216300578035
"Baraga County, Michigan",2012,8808,43.3,5246,2085,3161,39594,2.78645998102,0.236716621253
"Baraga County, Michigan",2015,8690,43.6,5235,2261,2974,39803,2.92199058507,0.260184119678
"Barber County, Kansas",2009,4714,46.5,2762,461,2301,38497,2.04867448935,0.0977938056852
"Barber County, Kansas",2012,4867,46.4,2809,558,2251,43048,2.16215015549,0.114649681529
"Barber County, Kansas",2015,4770,44.9,2792,811,1981,51811,2.4078748107,0.170020964361
"Barbour County, Alabama",2009,29663,37.5,12956,2311,10645,32537,2.78656646313,0.0779085055456
"Barbour County, Alabama",2012,27469,38.2,11878,2455,9423,31889,2.91510134777,0.0893734755543
"Barbour County, Alabama",2015,26932,38.8,11810,2588,9222,32964,2.92040772067,0.096093866033
"Barbour County, West Virginia",2009,15522,41.6,7611,1504,6107,30875,2.54167348944,0.0968947300606
"Barbour County, West Virginia",2012,16472,41.4,7830,1624,6206,36087,2.65420560748,0.0985915492958
"Barbour County, West Virginia",2015,16731,41.5,7850,1809,6041,37066,2.76957457375,0.108122646584
"Barceloneta Municipio, Puerto Rico",2009,23029,33.5,9044,1283,7761,15708,2.96727225873,0.0557123626732
"Barceloneta Municipio, Puerto Rico",2012,24815,35.6,9518,1480,8038,15034,3.08721074894,0.0596413459601
"Barceloneta Municipio, Puerto Rico",2015,24775,37,9845,1530,8315,15212,2.97955502105,0.06175580222
"Barnes County, North Dakota",2009,10840,43.9,5769,777,4992,41911,2.17147435897,0.0716789667897
"Barnes County, North Dakota",2012,11047,44,5706,827,4879,48317,2.26419348227,0.0748619534715
"Barnes County, North Dakota",2015,11097,42.8,5723,667,5056,53141,2.19481803797,0.0601063350455
"Barnstable County, Massachusetts",2009,222629,48.1,154792,57673,97119,60096,2.29233208744,0.259054301102
"Barnstable County, Massachusetts",2012,216021,49.9,160020,64500,95520,60424,2.26152638191,0.298582082298
"Barnstable County, Massachusetts",2015,214766,51.3,161311,66894,94417,63251,2.27465392885,0.311473883203
"Barnwell County, South Carolina",2009,22914,37.6,10374,1962,8412,35888,2.7239657632,0.0856245090338
"Barnwell County, South Carolina",2012,22523,38.9,10448,2245,8203,35748,2.74570279166,0.0996758868712
"Barnwell County, South Carolina",2015,22098,39.8,10411,2067,8344,34336,2.64837008629,0.0935378767309
"Barranquitas Municipio, Puerto Rico",2009,30389,30.4,9754,863,8891,13770,3.4179507367,0.0283984336438
"Barranquitas Municipio, Puerto Rico",2012,30322,32,10348,1413,8935,14907,3.39362059317,0.0465998285074
"Barranquitas Municipio, Puerto Rico",2015,29805,34.3,11080,1761,9319,14331,3.19830453911,0.059084046301
"Barren County, Kentucky",2009,40953,39.8,18110,1645,16465,36919,2.48727604009,0.0401679974605
"Barren County, Kentucky",2012,42229,39.9,19166,2318,16848,37587,2.50646961064,0.0548911885197
"Barren County, Kentucky",2015,42925,40.4,19372,2393,16979,38370,2.52812297544,0.0557483983692
"Barron County, Wisconsin",2009,45612,42.4,23322,3704,19618,42928,2.32500764604,0.0812066999912
"Barron County, Wisconsin",2012,45882,42.7,23558,4548,19010,44149,2.41357180431,0.0991238394141
"Barron County, Wisconsin",2015,45686,43.9,23683,4563,19120,45714,2.38943514644,0.0998774241562
"Barrow County, Georgia",2009,66458,32.7,25362,2651,22711,48285,2.92624719299,0.0398898552469
"Barrow County, Georgia",2012,69136,33.6,26392,2774,23618,51202,2.92725887035,0.040123813932
"Barrow County, Georgia",2015,72012,34.8,26700,3140,23560,52012,3.05653650255,0.0436038438038
"Barry County, Michigan",2009,58815,39.8,26061,3625,22436,53848,2.62145658763,0.0616339369209
"Barry County, Michigan",2012,59249,41.3,26967,4512,22455,53541,2.63856602093,0.07615318402
"Barry County, Michigan",2015,59147,42.6,27044,4208,22836,55064,2.59007707129,0.0711447748829
"Barry County, Missouri",2009,35905,39.2,16948,2770,14178,36411,2.53244463253,0.0771480295224
"Barry County, Missouri",2012,35680,41.8,17460,3804,13656,38153,2.61277094318,0.106614349776
"Barry County, Missouri",2015,35726,43.3,17436,4190,13246,39033,2.69711611052,0.117281531658
"Bartholomew County, Indiana",2009,74681,38.1,31413,2867,28546,52545,2.61616338541,0.0383899519289
"Bartholomew County, Indiana",2012,77297,38.1,33042,2967,30075,54481,2.57014131338,0.0383844133666
"Bartholomew County, Indiana",2015,79488,38.1,33422,2904,30518,55050,2.60462677764,0.0365338164251
"Barton County, Kansas",2009,27654,40.6,13023,1438,11585,42103,2.3870522227,0.0519997107109
"Barton County, Kansas",2012,27556,40,12706,1396,11310,46639,2.43642793988,0.0506604732182
"Barton County, Kansas",2015,27399,39.3,12617,1311,11306,44013,2.42340350257,0.0478484616227
"Barton County, Missouri",2009,12695,39.1,5648,699,4949,41124,2.56516467973,0.0550610476566
"Barton County, Missouri",2012,12428,40.5,5604,672,4932,39576,2.5198702352,0.054071451561
"Barton County, Missouri",2015,12166,41.1,5576,588,4988,37467,2.43905372895,0.04833141542
"Bartow County, Georgia",2009,92490,35.3,36771,3935,32836,50075,2.81672554513,0.0425451400151
"Bartow County, Georgia",2012,99872,36.7,39680,5082,34598,49543,2.88664084629,0.0508851329702
"Bartow County, Georgia",2015,101336,37.4,39838,4106,35732,48893,2.83600134333,0.0405186705613
"Bastrop County, Texas",2009,71928,37.2,24999,2981,22018,50585,3.26678172404,0.0414442219998
"Bastrop County, Texas",2012,74023,38.3,29116,3645,25471,52516,2.90616779867,0.0492414519811
"Bastrop County, Texas",2015,76948,38.7,29522,4068,25454,54821,3.0230219219,0.0528668711338
"Bates County, Missouri",2009,16906,39.9,7560,1205,6355,39071,2.6602675059,0.0712764698923
"Bates County, Missouri",2012,17003,41.5,7845,1112,6733,39371,2.52532303579,0.06540022349
"Bates County, Missouri",2015,16643,41.9,7832,1142,6690,41060,2.48774289985,0.0686174367602
"Bath County, Kentucky",2009,11597,38.4,5315,1156,4159,29054,2.78841067564,0.0996809519703
"Bath County, Kentucky",2012,11665,40.4,5398,977,4421,29632,2.63854331599,0.0837548221174
