pt3ISO,TradeValue,rt3ISO,period
PHL,139835064,,2015
PHL,6143400,,2015
POL,56267,,2015
POL,15958742,,2015
PRT,141416,,2015
PHL,6496,MNG,2015
PHL,44973,MDA,2015
POL,2800,MDA,2015
POL,8845,MDA,2015
PHL,17074,MNE,2015
POL,170,MNE,2015
POL,245,MNE,2015
PHL,221015,MAR,2015
POL,110370,MAR,2015
POL,302,MAR,2015
PRT,5758,MAR,2015
PHL,12198,OMN,2015
PHL,67389,NPL,2015
PER,3257,NLD,2015
PER,22487,NLD,2015
PHL,2289891,NLD,2015
PHL,79490,NLD,2015
POL,61521364,NLD,2015
POL,64651243,NLD,2015
PRT,652375,NLD,2015
PRT,29902802,NLD,2015
PHL,1448310,NZL,2015
PHL,7683,NZL,2015
POL,67971,NZL,2015
POL,10594,NZL,2015
PHL,53400,NIC,2015
PRT,106,NIC,2015
PHL,2329,NER,2015
PHL,758484,NOR,2015
POL,5944395,NOR,2015
POL,24131,NOR,2015
PRT,1820,NOR,2015
PRT,6087,NOR,2015
PHL,1991,PLW,2015
PHL,183650,PAK,2015
PER,360,PAN,2015
PHL,8509,PAN,2015
PHL,7441,PRY,2015
PHL,2518725,PER,2015
POL,232,PER,2015
PER,103,POL,2015
PHL,49852711,POL,2015
PHL,382,POL,2015
PRT,159283,POL,2015
PRT,817980,POL,2015
PER,162,PRT,2015
PHL,527,PRT,2015
PHL,1728,PRT,2015
POL,42986,PRT,2015
POL,152842,PRT,2015
PHL,2115989,QAT,2015
POL,1639046,QAT,2015
PHL,105814,ROU,2015
POL,4931021,ROU,2015
POL,327690,ROU,2015
PRT,18084,ROU,2015
PHL,9224141,RUS,2015
POL,3581875,RUS,2015
POL,241534,RUS,2015
PRT,1683,RUS,2015
POL,478,RWA,2015
PHL,5596807,SAU,2015
POL,1340002,SAU,2015
PRT,87733,SAU,2015
PHL,314,SEN,2015
POL,1200,SEN,2015
PRT,649,SEN,2015
PHL,380818,SRB,2015
POL,342878,SRB,2015
POL,44653,SRB,2015
PHL,19379999,IND,2015
PHL,606651,IND,2015
POL,524974,IND,2015
POL,783613,IND,2015
PRT,10314,IND,2015
PRT,1506,IND,2015
PER,11647,SGP,2015
PER,16552,SGP,2015
PHL,88986771,SGP,2015
PHL,21148430,SGP,2015
POL,134249,SGP,2015
POL,6461270,SGP,2015
PHL,190086,SVK,2015
PHL,6,SVK,2015
POL,6751543,SVK,2015
POL,16994194,SVK,2015
PRT,253,SVK,2015
PRT,3765,SVK,2015
PER,6767,VNM,2015
PHL,2240466,VNM,2015
PHL,161999,VNM,2015
POL,843,VNM,2015
POL,103203,VNM,2015
PER,641,SVN,2015
PHL,276585,SVN,2015
POL,215392,SVN,2015
POL,483100,SVN,2015
PRT,114,SVN,2015
PHL,4530228,ZAF,2015
POL,12442340,ZAF,2015
POL,62971,ZAF,2015
PRT,71768,ZAF,2015
POL,3515,ZWE,2015
PER,1030,ESP,2015
PER,74192,ESP,2015
PHL,1397720,ESP,2015
PHL,1804,ESP,2015
POL,1765255,ESP,2015
POL,4269780,ESP,2015
PRT,1262300,ESP,2015
PRT,20519212,ESP,2015
PER,237,SWE,2015
PER,474,SWE,2015
PHL,593,SWE,2015
PHL,17196,SWE,2015
POL,342673,SWE,2015
POL,2733875,SWE,2015
PRT,1541,SWE,2015
PRT,62026,SWE,2015
PER,35829,CHE,2015
PHL,6228013,CHE,2015
PHL,4916,CHE,2015
POL,301926,CHE,2015
POL,55732,CHE,2015
PRT,52922,CHE,2015
PRT,263123,CHE,2015
PER,190,THA,2015
PER,3,THA,2015
PHL,23981085,THA,2015
PHL,505670,THA,2015
POL,22198,THA,2015
POL,88461952,THA,2015
PRT,11787,THA,2015
PRT,618433,THA,2015
PHL,8393945,ARE,2015
PHL,459,ARE,2015
POL,2286363,ARE,2015
PRT,1384,ARE,2015
PHL,173463,TUN,2015
POL,26546,TUN,2015
POL,1534,TUN,2015
PRT,5847,TUN,2015
PRT,578,TUN,2015
PER,814,TUR,2015
PER,350,TUR,2015
PHL,6557124,TUR,2015
POL,3118950,TUR,2015
POL,278862,TUR,2015
PHL,1017,UGA,2015
POL,1067,UGA,2015
PRT,260,UGA,2015
PHL,896815,UKR,2015
PHL,132,UKR,2015
POL,797651,UKR,2015
PHL,144555,MKD,2015
POL,96337,MKD,2015
POL,8541,MKD,2015
PER,15266,GBR,2015
PHL,3493320,GBR,2015
PHL,67859,GBR,2015
POL,11058469,GBR,2015
POL,31240589,GBR,2015
PRT,2346245,GBR,2015
PRT,5425986,GBR,2015
PHL,97608,TZA,2015
POL,2753,TZA,2015
PER,79663,USA,2015
PER,20233852,USA,2015
PHL,630183733,USA,2015
PHL,18550854,USA,2015
POL,1618885,USA,2015
POL,19663075,USA,2015
PRT,10185,USA,2015
PRT,292901,USA,2015
PER,4413,URY,2015
PHL,44999,URY,2015
PRT,36119,URY,2015
PHL,3074,ALB,2010
POL,677,ALB,2010
PHL,129180,DZA,2010
POL,305875,DZA,2010
PHL,98,AGO,2010
PRT,1111117,AGO,2010
PHL,11668,AZE,2010
PER,111,ARG,2010
PER,39840,ARG,2010
PHL,7031819,ARG,2010
POL,4975,ARG,2010
PRT,808,ARG,2010
PHL,11460741,AUS,2010
PHL,82749,AUS,2010
POL,209122,AUS,2010
PRT,50253,AUS,2010
PER,881,AUT,2010
PHL,935703,AUT,2010
PHL,380078,AUT,2010
POL,208845,AUT,2010
POL,694922,AUT,2010
PRT,1057,AUT,2010
PRT,3408,AUT,2010
PHL,98657,BHR,2010
POL,4003,BHR,2010
PHL,1321288,BGD,2010
PHL,685,BGD,2010
PHL,41264,ARM,2010
POL,255971,ARM,2010
POL,4436,ARM,2010
PRT,941,ARM,2010
PER,1415,BEL,2010
PER,2382,BEL,2010
PHL,202132,BEL,2010
PHL,530,BEL,2010
POL,242210,BEL,2010
POL,2245965,BEL,2010
PRT,140814,BEL,2010
PRT,2340195,BEL,2010
PER,117,BOL,2010
PHL,54995,BOL,2010
PHL,103764,BIH,2010
POL,6737,BIH,2010
POL,2461,BIH,2010
PER,7551,BRA,2010
PHL,78190047,BRA,2010
POL,259322,BRA,2010
PRT,22141,BRA,2010
PRT,244,BRA,2010
PHL,2025,BGR,2010
PHL,733900,BLR,2010
POL,74400,BLR,2010
POL,1200,BLR,2010
PER,165538,CAN,2010
PHL,19243114,CAN,2010
PHL,192464,CAN,2010
POL,27870,CAN,2010
POL,76341,CAN,2010
PRT,3109,CAN,2010
PRT,153610,CPV,2010
PRT,4854,CPV,2010
PHL,506,LKA,2010
POL,399,LKA,2010
PER,827,CHL,2010
PER,397021,CHL,2010
PHL,4211159,CHL,2010
POL,55,CHL,2010
POL,138262,CHL,2010
PER,8276610,CHN,2010
PHL,3065106016,CHN,2010
PHL,139343891,CHN,2010
POL,349080,CHN,2010
POL,73058449,CHN,2010
PRT,1860,CHN,2010
PRT,1453375,CHN,2010
PER,4882,COL,2010
PHL,857796,COL,2010
PHL,50940,CRI,2010
PHL,495,CRI,2010
PHL,318470,HRV,2010
POL,25460,HRV,2010
POL,3349,HRV,2010
PRT,10124,HRV,2010
PHL,44238,CYP,2010
POL,2751,CYP,2010
PHL,35881645,CZE,2010
PHL,9710,CZE,2010
POL,14047462,CZE,2010
POL,29915166,CZE,2010
PRT,4673546,CZE,2010
PHL,251245,DNK,2010
PHL,64936,DNK,2010
POL,2327834,DNK,2010
POL,725917,DNK,2010
PRT,2889,DNK,2010
PRT,23518,DNK,2010
PHL,108739,DOM,2010
PER,12404,ECU,2010
PER,1278,ECU,2010
PHL,719698,ECU,2010
POL,15043,ECU,2010
PER,100,SLV,2010
PHL,2267,ETH,2010
PHL,95074,EST,2010
POL,290,EST,2010
POL,18501,EST,2010
PRT,7365,EST,2010
PER,28829,FIN,2010
PHL,1166887,FIN,2010
POL,43034,FIN,2010
POL,21942,FIN,2010
PRT,6746,FIN,2010
PRT,1108,FIN,2010
PER,23860,FRA,2010
PHL,12072440,FRA,2010
POL,1699261,FRA,2010
POL,13669182,FRA,2010
PRT,278350,FRA,2010
PRT,11879675,FRA,2010
PHL,14234,PYF,2010
POL,6512,PYF,2010
PHL,96,GEO,2010
POL,14690,GEO,2010
PHL,10017,PSE,2010
PER,6624,DEU,2010
PER,30475,DEU,2010
PHL,371876433,DEU,2010
PHL,5294766,DEU,2010
POL,8798399,DEU,2010
POL,54113679,DEU,2010
PRT,143085,DEU,2010
PRT,22415306,DEU,2010
POL,622,GHA,2010
PHL,23106,GRC,2010
PHL,1758,GRC,2010
POL,17151,GRC,2010
POL,7968,GRC,2010
PRT,2574,GRC,2010
PRT,45910,GRC,2010
PER,244,GTM,2010
PHL,1452,HND,2010
PRT,1725,HND,2010
PER,157247,HKG,2010
PHL,341009877,HKG,2010
PHL,10370476,HKG,2010
POL,110594,HKG,2010
POL,970585,HKG,2010
PRT,8210,HKG,2010
PER,271000,HUN,2010
PHL,16070000,HUN,2010
PHL,2673000,HUN,2010
POL,4207000,HUN,2010
POL,952000,HUN,2010
PRT,552000,HUN,2010
PHL,46229,ISL,2010
POL,330714,ISL,2010
PHL,7391746,IDN,2010
PHL,116497,IDN,2010
POL,1096,IDN,2010
PER,4885,IRL,2010
PER,2142014,IRL,2010
PHL,1565068,IRL,2010
PHL,5878116,IRL,2010
POL,409832,IRL,2010
POL,10637980,IRL,2010
PRT,426459,IRL,2010
PRT,9873224,IRL,2010
PHL,407000,ISR,2010
POL,78000,ISR,2010
POL,708000,ISR,2010
PRT,1000,ISR,2010
PHL,6051,ITA,2010
PHL,18698,ITA,2010
POL,284769,ITA,2010
POL,410974,ITA,2010
PRT,19969,ITA,2010
PRT,1769254,ITA,2010
PHL,11545,CIV,2010
POL,90634,CIV,2010
PRT,2256,CIV,2010
PHL,3299,JAM,2010
PER,9400,JPN,2010
PHL,442276341,JPN,2010
PHL,1353759,JPN,2010
POL,2741,JPN,2010
POL,180361,JPN,2010
PRT,4112,JPN,2010
PRT,4054,JPN,2010
PHL,1059336,KAZ,2010
POL,157261,KAZ,2010
PRT,2000,KAZ,2010
PHL,18346,JOR,2010
POL,4192,JOR,2010
POL,5866,JOR,2010
PER,532767,KEN,2010
PHL,134418,KEN,2010
POL,105,KEN,2010
PER,450476,KOR,2010
PHL,40817188,KOR,2010
PHL,3876692,KOR,2010
POL,10964,KOR,2010
POL,36076581,KOR,2010
PRT,1164,KOR,2010
PRT,4327,KOR,2010
PHL,490871,KWT,2010
POL,225067,KWT,2010
PHL,12409,KGZ,2010
POL,225,KGZ,2010
PHL,100962,LBN,2010
POL,441621,LVA,2010
POL,18718,LVA,2010
PHL,3545,LTU,2010
POL,199029,LTU,2010
POL,307638,LTU,2010
PRT,196,LTU,2010
PRT,526,LTU,2010
PHL,16039,LUX,2010
POL,63183,LUX,2010
POL,6554,LUX,2010
PRT,37820,LUX,2010
PHL,105221,MAC,2010
PHL,94,MDG,2010
PER,3934,MYS,2010
PHL,14768193,MYS,2010
PHL,822895,MYS,2010
POL,266998,MYS,2010
POL,66407490,MYS,2010
PRT,2347,MYS,2010
PRT,719677,MYS,2010
PHL,51,MDV,2010
PER,1060,MLT,2010
PHL,19611,MUS,2010
POL,148875,MUS,2010
PER,121,MEX,2010
PER,2056042,MEX,2010
PHL,87183605,MEX,2010
PHL,974367,MEX,2010
POL,37357,MEX,2010
POL,3483249,MEX,2010
PRT,2302,MEX,2010
PRT,157076,MEX,2010
PER,542734,,2010
PHL,92196404,,2010
PHL,7818314,,2010
POL,8854,,2010
POL,11094698,,2010
PRT,253,,2010
PRT,725437,,2010
PHL,44573,MDA,2010
POL,23185,MDA,2010
PHL,40830,MNE,2010
POL,120,MNE,2010
PER,1326,NLD,2010
PHL,8848182,NLD,2010
PHL,11349269,NLD,2010
POL,17863410,NLD,2010
POL,92991858,NLD,2010
PRT,1171980,NLD,2010
PRT,38866307,NLD,2010
PHL,24689,NCL,2010
PHL,684320,NZL,2010
PHL,16960,NZL,2010
PRT,3997,NZL,2010
PHL,350,NIC,2010
POL,325349,NGA,2010
PER,964,NOR,2010
PHL,1320995,NOR,2010
POL,2218866,NOR,2010
POL,164181,NOR,2010
PRT,8221,NOR,2010
PHL,177534,PAK,2010
POL,5665,PAK,2010
PER,540,PAN,2010
PER,7459,PAN,2010
PHL,5273,PRY,2010
PHL,1677354,PER,2010
PHL,29262746,POL,2010
PHL,40,POL,2010
PRT,11236,POL,2010
PRT,333207,POL,2010
PHL,3721,PRT,2010
POL,17020,PRT,2010
POL,4945,PRT,2010
PHL,63298,ROU,2010
POL,398226,ROU,2010
POL,97421,ROU,2010
PHL,26631634,RUS,2010
POL,4602060,RUS,2010
POL,8967,RUS,2010
PRT,14660,RUS,2010
PHL,124,VCT,2010
PHL,386667,SAU,2010
POL,269600,SAU,2010
PHL,1229632,SRB,2010
PHL,35570,SRB,2010
POL,25050,SRB,2010
POL,12741,SRB,2010
PER,2048966,IND,2010
PHL,21451105,IND,2010
PHL,5081,IND,2010
POL,14174,IND,2010
POL,32055,IND,2010
PRT,243,IND,2010
PRT,829,IND,2010
PER,1100,SGP,2010
PER,117831,SGP,2010
PHL,62599041,SGP,2010
PHL,22926014,SGP,2010
POL,130786,SGP,2010
POL,118687727,SGP,2010
PRT,4990,SGP,2010
PRT,8209,SGP,2010
PHL,81954,SVK,2010
POL,2695081,SVK,2010
POL,498500,SVK,2010
PRT,118861,SVK,2010
PER,4920,VNM,2010
PHL,2145040,VNM,2010
POL,3390,VNM,2010
POL,41430,VNM,2010
PHL,669964,SVN,2010
POL,31857,SVN,2010
POL,173916,SVN,2010
PER,10,ZAF,2010
PHL,3243474,ZAF,2010
POL,1648654,ZAF,2010
PRT,25839,ZAF,2010
PRT,14,ZAF,2010
PER,2167,ESP,2010
PER,1652,ESP,2010
PHL,1980753,ESP,2010
PHL,915,ESP,2010
POL,262496,ESP,2010
POL,382410,ESP,2010
PRT,19056272,ESP,2010
PRT,104172803,ESP,2010
PHL,25461,SWE,2010
PHL,10439,SWE,2010
POL,128139,SWE,2010
POL,443305,SWE,2010
PRT,835,SWE,2010
PRT,11692,SWE,2010
PER,361,CHE,2010
PER,38125,CHE,2010
PHL,258113,CHE,2010
PHL,69878,CHE,2010
POL,279697,CHE,2010
POL,159656,CHE,2010
PRT,9386,CHE,2010
PRT,15109,CHE,2010
PER,13334,THA,2010
PHL,9173203,THA,2010
PHL,6915030,THA,2010
POL,71341,THA,2010
POL,134148579,THA,2010
PRT,1715,THA,2010
PRT,4713233,THA,2010
PHL,15347,TTO,2010
PRT,145,TTO,2010
PHL,40753,TUN,2010
POL,1646,TUN,2010
PHL,9519773,TUR,2010
POL,826628,TUR,2010
POL,843313,TUR,2010
PRT,1343,TUR,2010
PRT,1500,TUR,2010
PHL,241,UGA,2010
POL,159,UGA,2010
PHL,156373,MKD,2010
POL,445,MKD,2010
POL,411,MKD,2010
POL,7635,EGY,2010
PHL,10030220,GBR,2010
PHL,17472,GBR,2010
POL,5905231,GBR,2010
POL,14729453,GBR,2010
PRT,950677,GBR,2010
PRT,6472598,GBR,2010
POL,53,TZA,2010
PER,36379,USA,2010
PER,39238969,USA,2010
PHL,405783324,USA,2010
PHL,31418075,USA,2010
POL,2448499,USA,2010
POL,19061389,USA,2010
PRT,1034294,USA,2010
PRT,1297478,USA,2010
PHL,751,BFA,2010
PER,216,URY,2010
PER,1599,URY,2010
PHL,33196,URY,2010
PHL,4333,URY,2010
POL,1529,YEM,2010
PHL,1671,MOZ,2015
PRT,375535,MOZ,2015
PRT,27867,STP,2015
PRT,791,SDN,2015
PHL,49915,TTO,2015
PHL,306486,DZA,2005
PRT,7964,DZA,2005
PHL,5197,AZE,2005
POL,23340,AZE,2005
PRT,222,AZE,2005
PER,9197,ARG,2005
PER,17785,ARG,2005
PHL,186812,ARG,2005
PHL,12546434,AUS,2005
PHL,55544,AUS,2005
PRT,202621,AUS,2005
PHL,5769788,AUT,2005
PHL,21920,AUT,2005
POL,59045,AUT,2005
POL,2898115,AUT,2005
PRT,26256,AUT,2005
PRT,7980,AUT,2005
PHL,15186,BHR,2005
PHL,85173,BGD,2005
PER,3214,BRB,2005
PHL,44939,BRB,2005
PHL,15077,BRB,2010
PHL,10913,BRB,2015
PHL,988464,BEL,2005
POL,137599,BEL,2005
POL,8697295,BEL,2005
PRT,196580,BEL,2005
PRT,4053274,BEL,2005
PER,27910,BOL,2005
PHL,28535,BOL,2005
PRT,3860,BOL,2005
PHL,236850,BIH,2005
PRT,32727,BIH,2005
PER,25284,BRA,2005
PHL,18584801,BRA,2005
PRT,2260,BRA,2005
PHL,819026,BGR,2005
PRT,2533,BGR,2005
PHL,141300,BLR,2005
POL,600,BLR,2005
PRT,500,BLR,2005
PHL,32,CMR,2005
PHL,23828,CMR,2010
POL,37481,CMR,2010
PRT,377,CMR,2010
PER,1867,CAN,2005
PHL,37630329,CAN,2005
PHL,8799,CAN,2005
POL,18083,CAN,2005
POL,253888,CAN,2005
PRT,41798,CAN,2005
PRT,42960,CAN,2005
PER,83272,CHL,2005
PHL,458382,CHL,2005
POL,7933,CHL,2005
PRT,6436,CHL,2005
PER,5704629,CHN,2005
PHL,1888364725,CHN,2005
PHL,13669739,CHN,2005
POL,14718,CHN,2005
POL,8886208,CHN,2005
PRT,10921,CHN,2005
PRT,388980,CHN,2005
PER,14058,COL,2005
PHL,1064608,COL,2005
PRT,801,COL,2005
PHL,1517,MYT,2005
PHL,205978,CRI,2005
PHL,100,CRI,2005
PRT,5247,CRI,2005
PHL,888169,HRV,2005
POL,351326,HRV,2005
PRT,229672,HRV,2005
PRT,157,HRV,2005
PHL,36654,CUB,2005
PHL,6150,CYP,2005
PHL,25183049,CZE,2005
PHL,66499,CZE,2005
POL,5307242,CZE,2005
POL,4894785,CZE,2005
PRT,30608,CZE,2005
PRT,1186775,CZE,2005
PHL,435005,DNK,2005
PHL,15678,DNK,2005
POL,4852,DNK,2005
POL,577904,DNK,2005
PRT,323467,DNK,2005
PRT,170128,DNK,2005
PER,11919,ECU,2005
PHL,4823,ECU,2005
PHL,438913,EST,2005
PHL,1463,FRO,2005
PHL,5148866,FIN,2005
PHL,46738,FIN,2005
POL,29724,FIN,2005
PRT,6408,FIN,2005
PRT,2337,FIN,2005
PER,1244,FRA,2005
PHL,30736031,FRA,2005
PHL,67189,FRA,2005
POL,145580,FRA,2005
POL,2300604,FRA,2005
PRT,308580,FRA,2005
PRT,17704323,FRA,2005
PHL,14979,PYF,2005
PRT,2184,PYF,2005
POL,458,GEO,2005
PER,174000,DEU,2005
PHL,314236000,DEU,2005
PHL,1037000,DEU,2005
POL,279000,DEU,2005
POL,84588000,DEU,2005
PRT,222000,DEU,2005
PRT,26633000,DEU,2005
POL,675,GRC,2005
POL,714,GRC,2005
PRT,3450,GRC,2005
PRT,7401,GRC,2005
PHL,72915,GTM,2005
PRT,9776,GTM,2005
PHL,98268,GIN,2005
PER,43959,HKG,2005
PHL,315000560,HKG,2005
PHL,4738650,HKG,2005
POL,1056617,HKG,2005
PRT,690,HKG,2005
PRT,962583,HKG,2005
PER,268000,HUN,2005
PHL,70707000,HUN,2005
PHL,920000,HUN,2005
POL,191000,HUN,2005
POL,916000,HUN,2005
PRT,4000,HUN,2005
PRT,687000,HUN,2005
PHL,139037,ISL,2005
PRT,79172,ISL,2005
PHL,2915,IRN,2005
PER,1363606,IRL,2005
PHL,38487692,IRL,2005
PHL,1839731,IRL,2005
POL,222714,IRL,2005
POL,20404821,IRL,2005
PRT,326544,IRL,2005
PRT,9759072,IRL,2005
PHL,864000,ISR,2005
POL,1000,ISR,2005
PHL,605407,ITA,2005
PHL,12769,ITA,2005
POL,130003,ITA,2005
POL,464415,ITA,2005
PRT,22124,ITA,2005
PRT,1242913,ITA,2005
PHL,130926,CIV,2005
PRT,3519,CIV,2005
PHL,79796,JAM,2005
PRT,188,JAM,2005
PER,4873,JPN,2005
PHL,536536662,JPN,2005
PHL,18523624,JPN,2005
POL,29785,JPN,2005
PRT,561299,JPN,2005
PRT,6624,JPN,2005
PHL,212862,KAZ,2005
PHL,73791,JOR,2005
POL,621,JOR,2005
PHL,734,KEN,2005
PER,8758,KOR,2005
PER,3330900,KOR,2005
PHL,63805169,KOR,2005
PHL,23700479,KOR,2005
POL,2135,KOR,2005
POL,22533483,KOR,2005
PRT,9959,KOR,2005
PRT,656609,KOR,2005
PHL,280,KGZ,2005
PHL,410000,LBN,2005
PRT,8000,LBN,2005
POL,57516,LVA,2005
POL,12723,LVA,2005
PHL,50217,LTU,2005
POL,435106,LTU,2005
POL,888989,LTU,2005
POL,13899,LUX,2005
PRT,2348,LUX,2005
PHL,17672,MAC,2005
PHL,25587,MDG,2005
PHL,62766721,MYS,2005
PHL,1021301,MYS,2005
POL,14313274,MYS,2005
PRT,218135,MYS,2005
PHL,246,MLT,2005
PHL,6791,MUS,2005
PER,155143,MEX,2005
PHL,63094651,MEX,2005
PHL,206800,MEX,2005
POL,660,MEX,2005
POL,26892,MEX,2005
PRT,21507057,MEX,2005
PRT,366303,MEX,2005
PHL,153180865,,2005
PHL,1431309,,2005
POL,9065,,2005
POL,1000486,,2005
PRT,27471,,2005
PRT,200049,,2005
PHL,151,MNG,2005
PHL,2332,MDA,2005
PHL,673109,MAR,2005
PRT,3361,MAR,2005
PHL,97596,MAR,2010
POL,241014,MAR,2010
PRT,8709,MAR,2010
PRT,883485,MOZ,2005
PRT,364,MOZ,2005
PRT,8205,MOZ,2010
PHL,5717,OMN,2010
PRT,18494,OMN,2010
PER,253708,NLD,2005
PHL,66850222,NLD,2005
PHL,13860675,NLD,2005
POL,1775247,NLD,2005
POL,83757281,NLD,2005
PRT,1011940,NLD,2005
PRT,23960500,NLD,2005
PHL,27009,NCL,2005
PRT,960,NCL,2005
PHL,1232468,NZL,2005
PHL,5474,NZL,2005
POL,881,NZL,2005
PRT,38582,NZL,2005
PHL,97330,NIC,2005
PRT,4330,NIC,2005
PHL,4002737,NOR,2005
POL,10334,NOR,2005
POL,21688,NOR,2005
PRT,128296,NOR,2005
PRT,20986,NOR,2005
PHL,152,FSM,2005
PHL,894,FSM,2010
PHL,108202,PAK,2005
PHL,42090,PRY,2005
PHL,2518220,PER,2005
PRT,2628,PER,2005
PER,403109,PHL,2010
POL,27976219,PHL,2010
PRT,751,PHL,2010
PER,358127,PHL,2015
POL,10250666,PHL,2015
PHL,7497552,POL,2005
PRT,101543,POL,2005
PRT,438,POL,2005
PHL,1709,PRT,2005
POL,197482,PRT,2005
PHL,20015,QAT,2005
PHL,852798,QAT,2010
POL,51231,QAT,2010
PHL,2055335,ROU,2005
POL,3685,ROU,2005
PRT,9264,ROU,2005
PHL,9883241,RUS,2005
POL,8821,RUS,2005
PRT,157467,RUS,2005
PRT,851614,SAU,2005
PHL,11354,SEN,2005
PHL,692798,SRB,2005
POL,804,SRB,2005
PHL,8435381,IND,2005
PHL,81237,IND,2005
POL,49057,IND,2005
PRT,1349,IND,2005
PRT,26138,IND,2005
PER,30027,SGP,2005
PER,182494,SGP,2005
PHL,202773544,SGP,2005
PHL,75626526,SGP,2005
POL,34766,SGP,2005
POL,2844830,SGP,2005
PRT,15352,SGP,2005
PRT,7896,SGP,2005
PHL,1273395,SVK,2005
POL,115753,SVK,2005
POL,294778,SVK,2005
PRT,11903,SVK,2005
PHL,1597193,VNM,2005
PER,960,SVN,2005
PHL,2137117,SVN,2005
POL,16625,SVN,2005
PRT,79182,SVN,2005
PER,530,ZAF,2005
PHL,5333847,ZAF,2005
POL,9506,ZAF,2005
POL,893,ZAF,2005
PRT,13794,ZAF,2005
PRT,13815890,ESP,2005
PRT,124345220,ESP,2005
PER,1007,ESP,2005
PER,102,ESP,2005
PHL,9323346,ESP,2005
PHL,73081,ESP,2005
POL,4517,ESP,2005
POL,5269,ESP,2005
PER,268,SWE,2005
POL,7099,SWE,2005
POL,663707,SWE,2005
PRT,402,SWE,2005
PRT,12460,SWE,2005
PER,2278,CHE,2005
PHL,2401,CHE,2005
PHL,4547,CHE,2005
POL,31786,CHE,2005
POL,379330,CHE,2005
PRT,4714,CHE,2005
PRT,1876837,CHE,2005
PHL,22422458,THA,2005
PHL,94623,THA,2005
POL,18718292,THA,2005
PRT,84218,THA,2005
PRT,113255,THA,2005
PHL,9003,TTO,2005
PHL,1383151,ARE,2005
PRT,8919,ARE,2005
PHL,50433,TUN,2005
PHL,11593117,TUR,2005
PRT,7038,TUR,2005
POL,113487,UKR,2010
PHL,104280,UKR,2010
POL,829794,UKR,2010
PHL,126217,MKD,2005
PER,4899,GBR,2005
PHL,177114685,GBR,2005
PHL,3894999,GBR,2005
POL,1370541,GBR,2005
POL,13770329,GBR,2005
PRT,642344,GBR,2005
PRT,10043593,GBR,2005
PHL,19333,TZA,2005
PER,218568,USA,2005
PER,4782216,USA,2005
PHL,683020739,USA,2005
PHL,26729953,USA,2005
POL,137485,USA,2005
POL,3281115,USA,2005
PRT,904147,USA,2005
PRT,2438051,USA,2005
PHL,1076,BFA,2005
PER,438,URY,2005
PHL,59686,URY,2005
PER,485,VEN,2010
PHL,95853,VEN,2010
PRT,16470,VEN,2010
PRT,60072,CPV,2005
PRT,721,CPV,2005
PHL,1974,DOM,2005
PHL,759633,IDN,2005
PHL,476745,IDN,2005
PER,52736,PHL,2005
POL,42010,PHL,2005
PRT,182210,PHL,2005
PHL,1762,LCA,2005
PRT,7014,STP,2010
PHL,259944,UKR,2005
POL,708,UKR,2005
POL,76107,UKR,2005
PRT,345,UKR,2005
PER,13334,VEN,2005
PER,14537,VEN,2005
HUN,40189,ALB,2015
HUN,57032,DZA,2015
HUN,946,AGO,2015
IND,7532,AGO,2015
HUN,64700,AZE,2015
HND,140,ARG,2015
HUN,1766657,ARG,2015
IND,314100,ARG,2015
HUN,18526991,AUS,2015
HUN,32742,AUS,2015
IND,796,AUS,2015
IND,353703,AUS,2015
HUN,24201545,AUT,2015
HUN,12560014,AUT,2015
ISL,920,AUT,2015
IND,8341,AUT,2015
IND,58772,AUT,2015
HUN,1055780,BHR,2015
IND,912,BHR,2015
IND,42310,BGD,2015
HUN,27426,ARM,2015
HUN,99283,BEL,2015
HUN,1038590,BEL,2015
ISL,226,BEL,2015
ISL,195510,BEL,2015
IND,101359,BEL,2015
IND,10399,BEL,2015
HND,32,BOL,2015
HUN,49676,BOL,2015
HUN,17185,BIH,2015
HUN,30,BIH,2015
IND,1407,BIH,2015
HUN,3159,BWA,2015
IND,953,BWA,2015
IND,419,BWA,2015
HND,1622,BRA,2015
HUN,5371561,BRA,2015
HUN,8098,BRA,2015
ISL,232,BRA,2015
IND,7019,BRA,2015
IND,57227,BRA,2015
HND,323,BLZ,2015
HUN,3526,BRN,2015
IND,628,BRN,2015
HUN,1838451,BGR,2015
IND,1357,BGR,2015
HUN,151400,BLR,2015
HUN,1500,BLR,2015
HUN,17792,CMR,2015
HND,6751,CAN,2015
HND,5909,CAN,2015
HUN,6570471,CAN,2015
HUN,274,CAN,2015
ISL,282249,CAN,2015
IND,23981,CAN,2015
IND,714273,CAN,2015
HUN,21761,LKA,2015
IND,92443,LKA,2015
IND,125,LKA,2015
HUN,2809895,CHL,2015
IND,3708,CHL,2015
HND,135149,CHN,2015
HUN,64650353,CHN,2015
HUN,53728660,CHN,2015
ISL,64040,CHN,2015
IND,27886,CHN,2015
IND,107005960,CHN,2015
HND,11691,COL,2015
HUN,5240402,COL,2015
HND,283,CRI,2015
HND,182,CRI,2015
HUN,93126,CRI,2015
IND,433,CRI,2015
HUN,992787,HRV,2015
HUN,127793,HRV,2015
IND,316,HRV,2015
HUN,1594,CYP,2015
HUN,40626720,CZE,2015
HUN,10539733,CZE,2015
ISL,855113,CZE,2015
IND,1660,CZE,2015
IND,7637,CZE,2015
HUN,478,BEN,2015
