National Health Expenditure (NHE) Amounts by Type of Expenditure and Source of Funds: Calendar Years 1960-2025 in PROJECTIONS format,,,,,,,,,,,,,,,,,,,,,,,,,
The projections are based on the 2015 version of the NHE released in December 2016.,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
LEVELS in $Millions,,,,,,,,,,,,,,,,,,,,,,,,,
First projected year is 2016,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
CATEGORY,Projections_Vintage,Historical_or_Projected_Data,YEAR,TOTAL,OUT_OF_POCKET,TOTAL_HEALTH_INSURANCE,PRIVATE_HEALTH_INSURANCE,MEDICARE,MEDICAID,OTHER_HEALTH_INSURANCE,OTHER_THIRD_PARTY,YEAR,,,,,,,,,,,,,
Nursing Care Facilities and Continuing Care Retirement Communities,2/15/2017,Historical,Y2001,90778,27583,57690,7727,13338,34571,2054,5505,2001,,,,,,,,,,,,,
Nursing Care Facilities and Continuing Care Retirement Communities,2/15/2017,Historical,Y2002,94500,27900,60949,8168,15026,35561,2194,5652,2002,,,,,,,,,,,,,
Nursing Care Facilities and Continuing Care Retirement Communities,2/15/2017,Historical,Y2003,100105,30268,63631,7447,15773,37872,2539,6206,2003,,,,,,,,,,,,,
Nursing Care Facilities and Continuing Care Retirement Communities,2/15/2017,Historical,Y2004,105086,31180,67430,6745,18260,39760,2665,6476,2004,,,,,,,,,,,,,
Nursing Care Facilities and Continuing Care Retirement Communities,2/15/2017,Historical,Y2005,111436,32507,71796,7139,20537,41341,2779,7133,2005,,,,,,,,,,,,,
Nursing Care Facilities and Continuing Care Retirement Communities,2/15/2017,Historical,Y2006,115929,33580,74727,7989,22358,41563,2817,7622,2006,,,,,,,,,,,,,
Nursing Care Facilities and Continuing Care Retirement Communities,2/15/2017,Historical,Y2007,124936,36457,79189,8719,24839,42341,3290,9290,2007,,,,,,,,,,,,,
Nursing Care Facilities and Continuing Care Retirement Communities,2/15/2017,Historical,Y2008,130303,37341,84576,9282,27606,44039,3650,8387,2008,,,,,,,,,,,,,
Nursing Care Facilities and Continuing Care Retirement Communities,2/15/2017,Historical,Y2009,134885,36771,89347,9815,30141,45483,3907,8767,2009,,,,,,,,,,,,,
Nursing Care Facilities and Continuing Care Retirement Communities,2/15/2017,Historical,Y2010,139980,37152,93275,10626,32291,46307,4052,9553,2010,,,,,,,,,,,,,
Nursing Care Facilities and Continuing Care Retirement Communities,2/15/2017,Historical,Y2011,145046,36806,98774,10911,35866,47683,4314,9466,2011,,,,,,,,,,,,,
Nursing Care Facilities and Continuing Care Retirement Communities,2/15/2017,Historical,Y2012,147370,39093,97691,11526,33998,47764,4402,10586,2012,,,,,,,,,,,,,
Nursing Care Facilities and Continuing Care Retirement Communities,2/15/2017,Historical,Y2013,149218,39411,99024,11653,34741,48129,4501,10782,2013,,,,,,,,,,,,,
Nursing Care Facilities and Continuing Care Retirement Communities,2/15/2017,Historical,Y2014,152635,39672,101760,12258,35624,49138,4740,11203,2014,,,,,,,,,,,,,
Nursing Care Facilities and Continuing Care Retirement Communities,2/15/2017,Historical,Y2015,156798,40076,105723,13416,37629,49686,4993,10998,2015,,,,,,,,,,,,,
Nursing Care Facilities and Continuing Care Retirement Communities,2/15/2017,Projected,Y2016,162355,41791,109044,14612,40118,48892,5422,11520,2016,,,,,,,,,,,,,
Nursing Care Facilities and Continuing Care Retirement Communities,2/15/2017,Projected,Y2017,169530,43914,113466,15635,42918,49107,5806,12150,2017,,,,,,,,,,,,,
Nursing Care Facilities and Continuing Care Retirement Communities,2/15/2017,Projected,Y2018,177486,46323,118336,16501,45558,50195,6082,12827,2018,,,,,,,,,,,,,
Nursing Care Facilities and Continuing Care Retirement Communities,2/15/2017,Projected,Y2019,186966,48876,124562,17381,48880,51896,6406,13528,2019,,,,,,,,,,,,,
Nursing Care Facilities and Continuing Care Retirement Communities,2/15/2017,Projected,Y2020,197622,51495,131929,18311,52913,53934,6771,14198,2020,,,,,,,,,,,,,
Nursing Care Facilities and Continuing Care Retirement Communities,2/15/2017,Projected,Y2021,208828,54185,139752,19236,57212,56162,7141,14891,2021,,,,,,,,,,,,,
Nursing Care Facilities and Continuing Care Retirement Communities,2/15/2017,Projected,Y2022,220690,56986,148096,20175,61994,58457,7470,15609,2022,,,,,,,,,,,,,
Nursing Care Facilities and Continuing Care Retirement Communities,2/15/2017,Projected,Y2023,233227,59932,156946,21147,67210,60832,7757,16349,2023,,,,,,,,,,,,,
Nursing Care Facilities and Continuing Care Retirement Communities,2/15/2017,Projected,Y2024,246409,63082,166203,22174,72705,63304,8019,17124,2024,,,,,,,,,,,,,
Nursing Care Facilities and Continuing Care Retirement Communities,2/15/2017,Projected,Y2025,259967,66399,175641,23242,78198,65911,8290,17928,2025,,,,,,,,,,,,,
"Other Health, Residential, and Personal Care Expenditures",2/15/2017,Historical,Y1960,438,52,84,50,0,0,34,301,1960,,,,,,,,,,,,,
"Other Health, Residential, and Personal Care Expenditures",2/15/2017,Historical,Y1961,505,56,89,53,0,0,36,359,1961,,,,,,,,,,,,,
"Other Health, Residential, and Personal Care Expenditures",2/15/2017,Historical,Y1962,538,59,98,60,0,0,37,382,1962,,,,,,,,,,,,,
"Other Health, Residential, and Personal Care Expenditures",2/15/2017,Historical,Y1963,590,63,106,67,0,0,39,420,1963,,,,,,,,,,,,,
"Other Health, Residential, and Personal Care Expenditures",2/15/2017,Historical,Y1964,650,71,119,77,0,0,42,461,1964,,,,,,,,,,,,,
"Other Health, Residential, and Personal Care Expenditures",2/15/2017,Historical,Y1965,709,76,131,85,0,0,47,501,1965,,,,,,,,,,,,,
"Other Health, Residential, and Personal Care Expenditures",2/15/2017,Historical,Y1966,811,78,161,89,4,18,50,572,1966,,,,,,,,,,,,,
"Other Health, Residential, and Personal Care Expenditures",2/15/2017,Historical,Y1967,921,85,204,96,11,35,61,632,1967,,,,,,,,,,,,,
"Other Health, Residential, and Personal Care Expenditures",2/15/2017,Historical,Y1968,1074,97,271,113,14,72,73,706,1968,,,,,,,,,,,,,
"Other Health, Residential, and Personal Care Expenditures",2/15/2017,Historical,Y1969,1222,111,336,129,16,124,67,776,1969,,,,,,,,,,,,,
"Other Health, Residential, and Personal Care Expenditures",2/15/2017,Historical,Y1970,1299,122,341,151,18,135,38,836,1970,,,,,,,,,,,,,
"Other Health, Residential, and Personal Care Expenditures",2/15/2017,Historical,Y1971,1388,133,326,171,21,106,28,929,1971,,,,,,,,,,,,,
"Other Health, Residential, and Personal Care Expenditures",2/15/2017,Historical,Y1972,1676,143,431,193,25,180,34,1101,1972,,,,,,,,,,,,,
"Other Health, Residential, and Personal Care Expenditures",2/15/2017,Historical,Y1973,1975,159,595,218,29,312,37,1221,1973,,,,,,,,,,,,,
"Other Health, Residential, and Personal Care Expenditures",2/15/2017,Historical,Y1974,2358,180,774,247,38,445,44,1403,1974,,,,,,,,,,,,,
"Other Health, Residential, and Personal Care Expenditures",2/15/2017,Historical,Y1975,2869,165,1075,264,48,711,52,1629,1975,,,,,,,,,,,,,
"Other Health, Residential, and Personal Care Expenditures",2/15/2017,Historical,Y1976,3536,181,1432,310,57,1000,65,1923,1976,,,,,,,,,,,,,
"Other Health, Residential, and Personal Care Expenditures",2/15/2017,Historical,Y1977,4461,191,2007,360,70,1529,49,2263,1977,,,,,,,,,,,,,
"Other Health, Residential, and Personal Care Expenditures",2/15/2017,Historical,Y1978,5466,209,2656,415,89,2084,67,2602,1978,,,,,,,,,,,,,
"Other Health, Residential, and Personal Care Expenditures",2/15/2017,Historical,Y1979,6724,238,3375,487,110,2709,69,3111,1979,,,,,,,,,,,,,
"Other Health, Residential, and Personal Care Expenditures",2/15/2017,Historical,Y1980,8394,270,4320,571,131,3536,82,3804,1980,,,,,,,,,,,,,
"Other Health, Residential, and Personal Care Expenditures",2/15/2017,Historical,Y1981,9413,356,4749,692,153,3809,95,4308,1981,,,,,,,,,,,,,
"Other Health, Residential, and Personal Care Expenditures",2/15/2017,Historical,Y1982,10764,515,5411,816,201,4259,135,4837,1982,,,,,,,,,,,,,
"Other Health, Residential, and Personal Care Expenditures",2/15/2017,Historical,Y1983,12107,579,6177,908,261,4811,198,5350,1983,,,,,,,,,,,,,
"Other Health, Residential, and Personal Care Expenditures",2/15/2017,Historical,Y1984,13101,664,6546,986,302,5104,154,5892,1984,,,,,,,,,,,,,
"Other Health, Residential, and Personal Care Expenditures",2/15/2017,Historical,Y1985,14499,768,7276,1084,342,5721,129,6455,1985,,,,,,,,,,,,,
"Other Health, Residential, and Personal Care Expenditures",2/15/2017,Historical,Y1986,15666,790,8082,1156,411,6377,137,6794,1986,,,,,,,,,,,,,
"Other Health, Residential, and Personal Care Expenditures",2/15/2017,Historical,Y1987,16798,792,8819,1234,481,6968,137,7186,1987,,,,,,,,,,,,,
"Other Health, Residential, and Personal Care Expenditures",2/15/2017,Historical,Y1988,18779,901,9864,1425,489,7814,136,8014,1988,,,,,,,,,,,,,
"Other Health, Residential, and Personal Care Expenditures",2/15/2017,Historical,Y1989,21402,1004,11596,1592,635,9229,139,8802,1989,,,,,,,,,,,,,
"Other Health, Residential, and Personal Care Expenditures",2/15/2017,Historical,Y1990,23835,917,13221,1737,762,10567,155,9697,1990,,,,,,,,,,,,,
"Other Health, Residential, and Personal Care Expenditures",2/15/2017,Historical,Y1991,27365,884,15953,1899,932,12947,176,10528,1991,,,,,,,,,,,,,
"Other Health, Residential, and Personal Care Expenditures",2/15/2017,Historical,Y1992,29607,829,17668,2045,1109,14344,171,11110,1992,,,,,,,,,,,,,
"Other Health, Residential, and Personal Care Expenditures",2/15/2017,Historical,Y1993,33578,938,20512,2310,1279,16727,197,12128,1993,,,,,,,,,,,,,
"Other Health, Residential, and Personal Care Expenditures",2/15/2017,Historical,Y1994,37458,1020,23337,2596,1440,19108,193,13101,1994,,,,,,,,,,,,,
"Other Health, Residential, and Personal Care Expenditures",2/15/2017,Historical,Y1995,41496,1070,26312,2755,1568,21784,205,14115,1995,,,,,,,,,,,,,
"Other Health, Residential, and Personal Care Expenditures",2/15/2017,Historical,Y1996,46048,1394,29199,3110,1660,24186,243,15455,1996,,,,,,,,,,,,,
"Other Health, Residential, and Personal Care Expenditures",2/15/2017,Historical,Y1997,50008,1665,31680,3399,1713,26333,235,16664,1997,,,,,,,,,,,,,
"Other Health, Residential, and Personal Care Expenditures",2/15/2017,Historical,Y1998,55628,2494,33569,3651,1693,27917,308,19565,1998,,,,,,,,,,,,,
"Other Health, Residential, and Personal Care Expenditures",2/15/2017,Historical,Y1999,59182,2676,35840,3740,1655,30080,365,20666,1999,,,,,,,,,,,,,
"Other Health, Residential, and Personal Care Expenditures",2/15/2017,Historical,Y2000,63945,2967,38626,3869,1783,32492,482,22352,2000,,,,,,,,,,,,,
"Other Health, Residential, and Personal Care Expenditures",2/15/2017,Historical,Y2001,69964,3298,42639,4040,2044,36037,517,24027,2001,,,,,,,,,,,,,
"Other Health, Residential, and Personal Care Expenditures",2/15/2017,Historical,Y2002,76710,3560,47671,4517,2368,40193,593,25479,2002,,,,,,,,,,,,,
"Other Health, Residential, and Personal Care Expenditures",2/15/2017,Historical,Y2003,82509,3932,51617,4994,2680,43255,689,26960,2003,,,,,,,,,,,,,
"Other Health, Residential, and Personal Care Expenditures",2/15/2017,Historical,Y2004,89345,4222,56640,5877,3042,46823,898,28483,2004,,,,,,,,,,,,,
"Other Health, Residential, and Personal Care Expenditures",2/15/2017,Historical,Y2005,95043,4529,60535,6270,3509,49851,905,29978,2005,,,,,,,,,,,,,
"Other Health, Residential, and Personal Care Expenditures",2/15/2017,Historical,Y2006,101083,4636,64813,6701,3711,53287,1114,31634,2006,,,,,,,,,,,,,
"Other Health, Residential, and Personal Care Expenditures",2/15/2017,Historical,Y2007,108336,4658,69650,7240,3930,57386,1094,34029,2007,,,,,,,,,,,,,
"Other Health, Residential, and Personal Care Expenditures",2/15/2017,Historical,Y2008,114534,4791,73266,7752,4226,59981,1308,36476,2008,,,,,,,,,,,,,
"Other Health, Residential, and Personal Care Expenditures",2/15/2017,Historical,Y2009,123363,5080,80260,8358,4577,65706,1619,38023,2009,,,,,,,,,,,,,
"Other Health, Residential, and Personal Care Expenditures",2/15/2017,Historical,Y2010,129066,5100,85097,9137,4776,69609,1575,38868,2010,,,,,,,,,,,,,
"Other Health, Residential, and Personal Care Expenditures",2/15/2017,Historical,Y2011,131670,5111,87356,10252,4948,70579,1578,39202,2011,,,,,,,,,,,,,
"Other Health, Residential, and Personal Care Expenditures",2/15/2017,Historical,Y2012,139101,5519,92603,10069,5089,75665,1779,40979,2012,,,,,,,,,,,,,
"Other Health, Residential, and Personal Care Expenditures",2/15/2017,Historical,Y2013,144262,5981,96749,10149,5144,79581,1875,41532,2013,,,,,,,,,,,,,
"Other Health, Residential, and Personal Care Expenditures",2/15/2017,Historical,Y2014,151456,5802,101866,10729,5194,83982,1962,43789,2014,,,,,,,,,,,,,
"Other Health, Residential, and Personal Care Expenditures",2/15/2017,Historical,Y2015,163322,6237,111971,12304,5047,92357,2263,45114,2015,,,,,,,,,,,,,
"Other Health, Residential, and Personal Care Expenditures",2/15/2017,Projected,Y2016,170002,6770,115364,13257,5093,94648,2366,47867,2016,,,,,,,,,,,,,
"Other Health, Residential, and Personal Care Expenditures",2/15/2017,Projected,Y2017,178961,7307,120482,14157,5160,98435,2729,51173,2017,,,,,,,,,,,,,
"Other Health, Residential, and Personal Care Expenditures",2/15/2017,Projected,Y2018,189389,7845,126931,15143,5288,103571,2928,54613,2018,,,,,,,,,,,,,
"Other Health, Residential, and Personal Care Expenditures",2/15/2017,Projected,Y2019,200966,8380,134334,16199,5536,109475,3124,58252,2019,,,,,,,,,,,,,
"Other Health, Residential, and Personal Care Expenditures",2/15/2017,Projected,Y2020,213280,8909,142221,17297,5851,115766,3307,62150,2020,,,,,,,,,,,,,
"Other Health, Residential, and Personal Care Expenditures",2/15/2017,Projected,Y2021,226439,9475,150600,18482,6234,122338,3547,66363,2021,,,,,,,,,,,,,
"Other Health, Residential, and Personal Care Expenditures",2/15/2017,Projected,Y2022,240247,10032,159440,19761,6651,129236,3792,70774,2022,,,,,,,,,,,,,
"Other Health, Residential, and Personal Care Expenditures",2/15/2017,Projected,Y2023,254962,10644,168833,21168,7094,136526,4045,75485,2023,,,,,,,,,,,,,
"Other Health, Residential, and Personal Care Expenditures",2/15/2017,Projected,Y2024,270674,11304,178862,22719,7574,144258,4311,80507,2024,,,,,,,,,,,,,
"Other Health, Residential, and Personal Care Expenditures",2/15/2017,Projected,Y2025,287457,12021,189562,24414,8090,152463,4595,85874,2025,,,,,,,,,,,,,
Government Administration Expenditures,2/15/2017,Historical,Y1960,54,0,12,0,0,0,12,42,1960,,,,,,,,,,,,,
Government Administration Expenditures,2/15/2017,Historical,Y1961,67,0,12,0,0,0,12,54,1961,,,,,,,,,,,,,
Government Administration Expenditures,2/15/2017,Historical,Y1962,79,0,13,0,0,0,13,66,1962,,,,,,,,,,,,,
Government Administration Expenditures,2/15/2017,Historical,Y1963,82,0,13,0,0,0,13,69,1963,,,,,,,,,,,,,
Government Administration Expenditures,2/15/2017,Historical,Y1964,142,0,13,0,0,0,13,129,1964,,,,,,,,,,,,,
Government Administration Expenditures,2/15/2017,Historical,Y1965,237,0,13,0,0,0,13,224,1965,,,,,,,,,,,,,
Government Administration Expenditures,2/15/2017,Historical,Y1966,334,0,184,0,120,51,13,150,1966,,,,,,,,,,,,,
Government Administration Expenditures,2/15/2017,Historical,Y1967,421,0,329,0,193,120,17,91,1967,,,,,,,,,,,,,
Government Administration Expenditures,2/15/2017,Historical,Y1968,560,0,460,0,287,152,21,99,1968,,,,,,,,,,,,,
Government Administration Expenditures,2/15/2017,Historical,Y1969,627,0,522,0,310,185,27,105,1969,,,,,,,,,,,,,
Government Administration Expenditures,2/15/2017,Historical,Y1970,740,0,672,0,397,243,32,69,1970,,,,,,,,,,,,,
Government Administration Expenditures,2/15/2017,Historical,Y1971,794,0,721,0,407,275,38,74,1971,,,,,,,,,,,,,
Government Administration Expenditures,2/15/2017,Historical,Y1972,929,0,849,0,474,332,44,81,1972,,,,,,,,,,,,,
Government Administration Expenditures,2/15/2017,Historical,Y1973,1087,0,1000,0,548,400,51,87,1973,,,,,,,,,,,,,
Government Administration Expenditures,2/15/2017,Historical,Y1974,1307,0,1209,0,680,471,59,98,1974,,,,,,,,,,,,,
Government Administration Expenditures,2/15/2017,Historical,Y1975,1493,0,1381,0,726,592,63,113,1975,,,,,,,,,,,,,
Government Administration Expenditures,2/15/2017,Historical,Y1976,1861,0,1692,0,879,743,70,169,1976,,,,,,,,,,,,,
Government Administration Expenditures,2/15/2017,Historical,Y1977,1942,0,1750,0,754,926,70,192,1977,,,,,,,,,,,,,
Government Administration Expenditures,2/15/2017,Historical,Y1978,2326,0,2120,0,1002,1040,78,206,1978,,,,,,,,,,,,,
Government Administration Expenditures,2/15/2017,Historical,Y1979,2507,0,2282,0,1022,1178,82,225,1979,,,,,,,,,,,,,
Government Administration Expenditures,2/15/2017,Historical,Y1980,2771,0,2529,0,1127,1316,87,241,1980,,,,,,,,,,,,,
Government Administration Expenditures,2/15/2017,Historical,Y1981,3154,0,2892,0,1308,1491,93,262,1981,,,,,,,,,,,,,
Government Administration Expenditures,2/15/2017,Historical,Y1982,3237,0,2953,0,1279,1565,108,284,1982,,,,,,,,,,,,,
Government Administration Expenditures,2/15/2017,Historical,Y1983,3592,0,3280,0,1416,1731,133,312,1983,,,,,,,,,,,,,
Government Administration Expenditures,2/15/2017,Historical,Y1984,4017,0,3659,0,1549,1977,132,358,1984,,,,,,,,,,,,,
Government Administration Expenditures,2/15/2017,Historical,Y1985,4536,0,4129,0,1912,2088,129,406,1985,,,,,,,,,,,,,
Government Administration Expenditures,2/15/2017,Historical,Y1986,4768,0,4286,0,1867,2283,135,482,1986,,,,,,,,,,,,,
Government Administration Expenditures,2/15/2017,Historical,Y1987,5110,0,4543,0,1858,2539,146,567,1987,,,,,,,,,,,,,
Government Administration Expenditures,2/15/2017,Historical,Y1988,5848,0,5178,0,2238,2785,156,670,1988,,,,,,,,,,,,,
Government Administration Expenditures,2/15/2017,Historical,Y1989,6533,0,5763,0,2474,3114,175,770,1989,,,,,,,,,,,,,
Government Administration Expenditures,2/15/2017,Historical,Y1990,7189,0,6347,0,2455,3695,197,842,1990,,,,,,,,,,,,,
Government Administration Expenditures,2/15/2017,Historical,Y1991,7966,0,6957,0,2812,3961,184,1009,1991,,,,,,,,,,,,,
Government Administration Expenditures,2/15/2017,Historical,Y1992,8657,0,7531,0,3002,4302,228,1125,1992,,,,,,,,,,,,,
Government Administration Expenditures,2/15/2017,Historical,Y1993,9260,0,8266,0,2801,5217,248,995,1993,,,,,,,,,,,,,
Government Administration Expenditures,2/15/2017,Historical,Y1994,10973,0,10001,0,3057,6669,274,973,1994,,,,,,,,,,,,,
Government Administration Expenditures,2/15/2017,Historical,Y1995,11710,0,10764,0,3023,7463,278,946,1995,,,,,,,,,,,,,
Government Administration Expenditures,2/15/2017,Historical,Y1996,10871,0,9841,0,3279,6284,278,1030,1996,,,,,,,,,,,,,
Government Administration Expenditures,2/15/2017,Historical,Y1997,12265,0,11314,0,3228,7783,302,951,1997,,,,,,,,,,,,,
Government Administration Expenditures,2/15/2017,Historical,Y1998,13299,0,12477,0,3431,8669,377,822,1998,,,,,,,,,,,,,
Government Administration Expenditures,2/15/2017,Historical,Y1999,14500,0,13839,0,3671,9628,540,661,1999,,,,,,,,,,,,,
Government Administration Expenditures,2/15/2017,Historical,Y2000,17054,0,15880,0,4676,10434,770,1174,2000,,,,,,,,,,,,,
Government Administration Expenditures,2/15/2017,Historical,Y2001,19564,0,17283,0,4522,11751,1010,2281,2001,,,,,,,,,,,,,
Government Administration Expenditures,2/15/2017,Historical,Y2002,22515,0,19289,0,5099,12732,1458,3226,2002,,,,,,,,,,,,,
Government Administration Expenditures,2/15/2017,Historical,Y2003,25085,0,20968,0,5182,13909,1876,4117,2003,,,,,,,,,,,,,
Government Administration Expenditures,2/15/2017,Historical,Y2004,27000,0,22644,0,6288,14027,2329,4356,2004,,,,,,,,,,,,,
Government Administration Expenditures,2/15/2017,Historical,Y2005,28147,0,24182,0,6494,14872,2816,3965,2005,,,,,,,,,,,,,
Government Administration Expenditures,2/15/2017,Historical,Y2006,28666,0,25554,0,6673,15745,3137,3112,2006,,,,,,,,,,,,,
Government Administration Expenditures,2/15/2017,Historical,Y2007,29075,0,26622,0,6680,16538,3403,2453,2007,,,,,,,,,,,,,
Government Administration Expenditures,2/15/2017,Historical,Y2008,29153,0,27564,0,6873,17257,3434,1590,2008,,,,,,,,,,,,,
Government Administration Expenditures,2/15/2017,Historical,Y2009,29555,0,28530,0,6974,17815,3741,1025,2009,,,,,,,,,,,,,
Government Administration Expenditures,2/15/2017,Historical,Y2010,30070,0,29209,0,7310,17601,4298,860,2010,,,,,,,,,,,,,
Government Administration Expenditures,2/15/2017,Historical,Y2011,32398,0,31058,0,8229,18422,4408,1340,2011,,,,,,,,,,,,,
Government Administration Expenditures,2/15/2017,Historical,Y2012,33520,0,31322,0,8572,18550,4200,2198,2012,,,,,,,,,,,,,
Government Administration Expenditures,2/15/2017,Historical,Y2013,37196,0,32903,0,8534,19993,4376,4293,2013,,,,,,,,,,,,,
Government Administration Expenditures,2/15/2017,Historical,Y2014,41241,0,36301,0,9481,22345,4474,4940,2014,,,,,,,,,,,,,
Government Administration Expenditures,2/15/2017,Historical,Y2015,42576,0,37953,0,9638,23561,4754,4623,2015,,,,,,,,,,,,,
Government Administration Expenditures,2/15/2017,Projected,Y2016,45039,0,40141,0,10313,25006,4822,4899,2016,,,,,,,,,,,,,
Government Administration Expenditures,2/15/2017,Projected,Y2017,46840,0,41494,0,11168,24925,5401,5346,2017,,,,,,,,,,,,,
Government Administration Expenditures,2/15/2017,Projected,Y2018,52082,0,46219,0,11741,28598,5880,5863,2018,,,,,,,,,,,,,
Government Administration Expenditures,2/15/2017,Projected,Y2019,55674,0,49249,0,12600,30224,6424,6425,2019,,,,,,,,,,,,,
Government Administration Expenditures,2/15/2017,Projected,Y2020,59413,0,52376,0,13398,31954,7024,7037,2020,,,,,,,,,,,,,
Government Administration Expenditures,2/15/2017,Projected,Y2021,63422,0,55717,0,14269,33768,7681,7704,2021,,,,,,,,,,,,,
Government Administration Expenditures,2/15/2017,Projected,Y2022,67703,0,59270,0,15194,35678,8398,8433,2022,,,,,,,,,,,,,
Government Administration Expenditures,2/15/2017,Projected,Y2023,72327,0,63098,0,16217,37701,9181,9229,2023,,,,,,,,,,,,,
Government Administration Expenditures,2/15/2017,Projected,Y2024,77317,0,67219,0,17311,39865,10043,10099,2024,,,,,,,,,,,,,
Government Administration Expenditures,2/15/2017,Projected,Y2025,82898,0,71849,0,18478,42382,10990,11049,2025,,,,,,,,,,,,,
Net Cost of Health Insurance Expenditures,2/15/2017,Historical,Y1960,1018,0,852,852,0,0,0,167,1960,,,,,,,,,,,,,
Net Cost of Health Insurance Expenditures,2/15/2017,Historical,Y1961,1101,0,931,931,0,0,0,170,1961,,,,,,,,,,,,,
Net Cost of Health Insurance Expenditures,2/15/2017,Historical,Y1962,1214,0,1020,1020,0,0,0,194,1962,,,,,,,,,,,,,
Net Cost of Health Insurance Expenditures,2/15/2017,Historical,Y1963,1251,0,1051,1051,0,0,0,200,1963,,,,,,,,,,,,,
Net Cost of Health Insurance Expenditures,2/15/2017,Historical,Y1964,1376,0,1152,1152,0,0,0,225,1964,,,,,,,,,,,,,
Net Cost of Health Insurance Expenditures,2/15/2017,Historical,Y1965,1608,0,1355,1355,0,0,0,253,1965,,,,,,,,,,,,,
Net Cost of Health Insurance Expenditures,2/15/2017,Historical,Y1966,1734,0,1443,1442,0,1,0,291,1966,,,,,,,,,,,,,
Net Cost of Health Insurance Expenditures,2/15/2017,Historical,Y1967,1720,0,1391,1389,0,3,0,329,1967,,,,,,,,,,,,,
Net Cost of Health Insurance Expenditures,2/15/2017,Historical,Y1968,2033,0,1641,1637,0,4,0,392,1968,,,,,,,,,,,,,
Net Cost of Health Insurance Expenditures,2/15/2017,Historical,Y1969,1786,0,1361,1355,0,6,0,426,1969,,,,,,,,,,,,,
Net Cost of Health Insurance Expenditures,2/15/2017,Historical,Y1970,1892,0,1442,1434,0,8,0,450,1970,,,,,,,,,,,,,
Net Cost of Health Insurance Expenditures,2/15/2017,Historical,Y1971,2432,0,2021,2012,0,9,0,411,1971,,,,,,,,,,,,,
Net Cost of Health Insurance Expenditures,2/15/2017,Historical,Y1972,3403,0,2973,2964,0,9,0,430,1972,,,,,,,,,,,,,
Net Cost of Health Insurance Expenditures,2/15/2017,Historical,Y1973,3730,0,3200,3189,0,10,0,530,1973,,,,,,,,,,,,,
Net Cost of Health Insurance Expenditures,2/15/2017,Historical,Y1974,3208,0,2638,2625,0,13,0,570,1974,,,,,,,,,,,,,
Net Cost of Health Insurance Expenditures,2/15/2017,Historical,Y1975,3428,0,2852,2837,0,15,0,576,1975,,,,,,,,,,,,,
Net Cost of Health Insurance Expenditures,2/15/2017,Historical,Y1976,4906,0,4321,4304,0,17,0,585,1976,,,,,,,,,,,,,
Net Cost of Health Insurance Expenditures,2/15/2017,Historical,Y1977,7515,0,6775,6757,0,18,0,741,1977,,,,,,,,,,,,,
Net Cost of Health Insurance Expenditures,2/15/2017,Historical,Y1978,8896,0,7936,7917,0,19,0,960,1978,,,,,,,,,,,,,
Net Cost of Health Insurance Expenditures,2/15/2017,Historical,Y1979,9558,0,8219,8199,0,20,0,1338,1979,,,,,,,,,,,,,
Net Cost of Health Insurance Expenditures,2/15/2017,Historical,Y1980,9282,0,7703,7684,0,19,0,1579,1980,,,,,,,,,,,,,
Net Cost of Health Insurance Expenditures,2/15/2017,Historical,Y1981,10944,0,9266,9240,4,22,0,1678,1981,,,,,,,,,,,,,
Net Cost of Health Insurance Expenditures,2/15/2017,Historical,Y1982,13106,0,11321,11283,11,28,0,1785,1982,,,,,,,,,,,,,
Net Cost of Health Insurance Expenditures,2/15/2017,Historical,Y1983,14934,0,13363,13287,26,49,0,1571,1983,,,,,,,,,,,,,
Net Cost of Health Insurance Expenditures,2/15/2017,Historical,Y1984,19615,0,18460,18326,59,75,0,1156,1984,,,,,,,,,,,,,
Net Cost of Health Insurance Expenditures,2/15/2017,Historical,Y1985,20713,0,19419,19209,122,88,0,1294,1985,,,,,,,,,,,,,
Net Cost of Health Insurance Expenditures,2/15/2017,Historical,Y1986,17717,0,16456,16182,194,81,0,1261,1986,,,,,,,,,,,,,
Net Cost of Health Insurance Expenditures,2/15/2017,Historical,Y1987,15908,0,14131,13779,271,81,0,1777,1987,,,,,,,,,,,,,
Net Cost of Health Insurance Expenditures,2/15/2017,Historical,Y1988,20900,0,18961,18515,323,122,0,1939,1988,,,,,,,,,,,,,
Net Cost of Health Insurance Expenditures,2/15/2017,Historical,Y1989,27534,0,26004,25431,386,187,0,1529,1989,,,,,,,,,,,,,
Net Cost of Health Insurance Expenditures,2/15/2017,Historical,Y1990,31558,0,29830,29097,460,273,0,1727,1990,,,,,,,,,,,,,
Net Cost of Health Insurance Expenditures,2/15/2017,Historical,Y1991,31690,0,30323,29463,531,329,0,1367,1991,,,,,,,,,,,,,
Net Cost of Health Insurance Expenditures,2/15/2017,Historical,Y1992,34261,0,32256,31162,627,467,0,2005,1992,,,,,,,,,,,,,
Net Cost of Health Insurance Expenditures,2/15/2017,Historical,Y1993,43001,0,39566,37934,929,703,0,3435,1993,,,,,,,,,,,,,
Net Cost of Health Insurance Expenditures,2/15/2017,Historical,Y1994,44929,0,40545,38474,1182,889,0,4384,1994,,,,,,,,,,,,,
